ID	LAT	LON	DEPTH	X	Y	Z	EX	EY	EZ	YR	MO	DY	HR	SC	MI	MAG	NCCP	NCCS	NCTP	NCT	S    RCC	RCT	CID
448052	40.883187	28.222099	7.628	-2827.9	1135.5	1077.9	14.6	11.2	25.1	2019	9	26	20	30	53.88	1.9	0	0	212	209	-9	0.056	1
926203620	40.869449	28.222995	2.649	-2752.6	-390.1	-3900.8	19.1	19	24.6	2019	9	26	20	36	22.28	1.5	0	0	49	30	-9	0.055	1
448359	40.868337	28.286638	5.49	2612.5	-513.5	-1060	26.6	23.2	67.8	2019	9	26	20	40	54.48	1.4	0	0	19	43	-9	0.054	1
448053	40.870585	28.308585	0.994	4462.5	-263.8	-5555.3	20.9	25.1	12.4	2019	9	26	20	46	19.54	1.5	0	0	132	114	-9	0.057	1
448056	40.863095	28.292951	5.128	3144.8	-1095.6	-1421.7	21.5	22.5	49.8	2019	9	26	20	57	13.84	1.6	0	0	106	132	-9	0.058	1
448058	40.894119	28.294523	7.533	3276.5	2349.4	983.7	11.2	12.2	36.6	2019	9	26	20	58	42.4	1.6	0	0	7	23	-9	0.042	1
448365	40.879031	28.238486	5.912	-1446.6	674	-637.5	14.9	13.4	34	2019	9	26	21	0	56.58	1.9	0	0	191	96	-9	0.054	1
448057	40.878998	28.241865	5.266	-1161.8	670.3	-1283.9	13.1	13.8	32.2	2019	9	26	21	0	56.62	1.9	0	0	208	191	-9	0.055	1
448060	40.867056	28.308668	2.099	4469.6	-655.8	-4451	17.5	16	24.7	2019	9	26	21	21	57.8	1.6	0	0	191	141	-9	0.055	1
448059	40.858944	28.281079	7.36	2143.9	-1556.5	810.4	24.6	22.3	41.2	2019	9	26	21	23	45.6	2.2	0	0	147	99	-9	0.057	1
448062	40.881213	28.216603	9.174	-3291.1	916.2	2624.3	16.8	15.1	33.5	2019	9	26	21	42	19.36	2.2	0	0	246	202	-9	0.056	1
448063	40.8706	28.300433	2.468	3775.3	-262.2	-4081.9	20.7	19.2	25.3	2019	9	26	21	45	54.36	2.1	0	0	438	290	-9	0.057	1
448385	40.864982	28.300494	3.814	3780.6	-886	-2735.3	32.4	34.1	48.1	2019	9	26	21	46	59.12	1.8	0	0	131	107	-9	0.062	1
448388	40.867171	28.286174	9.796	2573.3	-643	3246.1	24.7	22.4	47.2	2019	9	26	21	46	59.18	1.8	0	0	22	18	-9	0.064	1
448064	40.870644	28.303573	2.642	4040	-257.4	-3907.1	21.2	16	22.5	2019	9	26	21	49	3.2	2.5	0	0	437	244	-9	0.055	1
448065	40.87948	28.229858	7.753	-2173.9	723.8	1203.3	15.8	15.1	29.7	2019	9	26	21	51	9.44	1.8	0	0	318	259	-9	0.059	1
448066	40.862778	28.290073	5.619	2902.1	-1130.7	-930.6	15.6	16.1	36.1	2019	9	26	22	2	18	2.7	0	0	182	158	-9	0.055	1
448067	40.870933	28.317357	1.899	5201.9	-225.3	-4650.3	22.7	21.5	25.3	2019	9	26	22	4	40.36	2	0	0	114	90	-9	0.062	1
926222836	40.857214	28.30096	2.757	3820.1	-1748.6	-3792.8	24.2	20.4	33.9	2019	9	26	22	12	11.12	1.8	0	0	145	131	-9	0.053	1
926222952	40.887595	28.212169	8.427	-3664.7	1624.9	1877.7	15.4	16.3	29.6	2019	9	26	22	28	37.84	1.8	0	0	115	148	-9	0.06	1
926224003	40.88473	28.236447	5.332	-1618.4	1306.8	-1217.5	23.1	13.6	42.1	2019	9	26	22	29	53.52	1.4	0	0	62	51	-9	0.051	1
448332	40.885019	28.224419	4.224	-2632.3	1338.9	-2325.5	15.7	12.9	48.6	2019	9	26	22	40	4.28	1.5	0	0	58	77	-9	0.056	1
926225235	40.86621	28.310967	2.766	4663.4	-749.7	-3783.6	16.5	13.8	19.2	2019	9	26	22	40	46.52	1.5	0	0	182	121	-9	0.052	1
448068	40.876138	28.268565	1.63	1088.9	352.7	-4919.2	17	16.6	33.9	2019	9	26	22	52	36.74	2.2	0	0	94	90	-9	0.057	1
926231023	40.855327	28.282473	14.222	2261.6	-1958.1	7672.7	48.6	51.5	124.7	2019	9	26	23	10	25.64	1.4	0	0	8	8	-9	0.028	1
448280	40.889143	28.233419	3.008	-1873.6	1796.8	-3541.2	25.7	27	27.5	2019	9	26	23	12	34.16	1.7	0	0	16	20	-9	0.058	1
926231501	40.864851	28.292649	4.495	3119.3	-900.6	-2054.3	24.2	20.3	62.2	2019	9	26	23	15	1.56	1.9	0	0	58	49	-9	0.049	1
926233933	40.866739	28.296544	2.157	3447.6	-690.9	-4392.4	20.3	18.3	32.3	2019	9	26	23	39	34.62	1.5	0	0	153	185	-9	0.054	1
448080	40.868197	28.306939	2.328	4323.8	-529	-4221.5	21.7	18.9	21	2019	9	26	23	48	6.52	2.7	0	0	400	240	-9	0.058	1
448081	40.866337	28.297202	3.522	3503.1	-735.5	-3027.6	17.2	19	24	2019	9	26	23	49	35.28	2.1	0	0	275	168	-9	0.057	1
448082	40.878153	28.219825	6.097	-3019.6	576.4	-452.7	15.9	16.7	29.8	2019	9	26	23	58	48.78	2	0	0	289	321	-9	0.059	1
448084	40.878908	28.224433	3.565	-2631.2	660.3	-2984.5	35	26.4	27.2	2019	9	27	0	12	6.46	1.9	0	0	29	35	-9	0.061	1
448085	40.865644	28.29243	5.907	3100.8	-812.5	-642.1	21.5	15.6	58.1	2019	9	27	0	15	0.98	2.1	0	0	158	144	-9	0.057	1
927002219	40.863254	28.249501	4.269	-518.2	-1077.9	-2280.6	33.2	26.1	78.4	2019	9	27	0	22	21.19	1.4	0	0	30	45	-9	0.062	1
448086	40.864583	28.256609	4.943	81	-930.3	-1606.8	16.2	18.1	46.7	2019	9	27	0	27	36.72	2	0	0	147	114	-9	0.055	1
448091	40.886913	28.222639	5.836	-2782.3	1549.2	-713.6	24.6	20.8	36	2019	9	27	0	39	1.68	1.9	0	0	110	128	-9	0.061	1
927004026	40.889093	28.214141	9.634	-3498.5	1791.3	3084.1	17.6	18.8	37.8	2019	9	27	0	40	27.47	1.6	0	0	106	92	-9	0.059	1
448090	40.862094	28.265856	10.621	860.6	-1206.7	4070.9	26.3	25.7	62.9	2019	9	27	0	43	21.72	2	0	0	5	14	-9	0.053	1
448088	40.87021	28.313708	4.137	4894.4	-305.5	-2412.2	18.2	16	37.5	2019	9	27	0	50	23.4	2.6	0	0	192	140	-9	0.056	1
448093	40.880692	28.240284	6.999	-1295.1	858.5	449.8	19.5	19.8	39.5	2019	9	27	1	5	59.59	2.4	0	0	257	180	-9	0.057	1
448096	40.866664	28.287197	9.072	2659.6	-699.2	2522.7	24.1	13.9	37.7	2019	9	27	1	16	11.08	1.8	0	0	9	19	-9	0.034	1
927013343	40.878284	28.214941	6.776	-3431.3	591	226.6	15.1	9.8	31.8	2019	9	27	1	33	44.27	1.6	0	0	136	160	-9	0.055	1
448097	40.870715	28.262244	7.718	556.1	-249.5	1167.9	18.1	14.1	28.4	2019	9	27	1	41	1.31	2.7	0	0	225	150	-9	0.055	1
448099	40.862546	28.308796	3.757	4480.6	-1156.5	-2792.1	19.5	15.6	28.1	2019	9	27	2	11	22.15	1.7	0	0	145	132	-9	0.054	1
448108	40.888765	28.273776	1.789	1528	1754.8	-4760.2	28.4	25.8	36.8	2019	9	27	2	24	40.86	2	0	0	8	12	-9	0.04	1
448105	40.888632	28.208209	8.123	-3998.5	1740	1573.5	18.8	21	47.9	2019	9	27	2	35	38.45	2.4	0	0	80	118	-9	0.068	1
448106	40.88551	28.219191	8.628	-3072.9	1393.4	2078	11.2	11.6	24.2	2019	9	27	2	37	44.39	1.6	0	0	123	125	-9	0.052	1
448109	40.86485	28.285138	6.837	2486.1	-900.7	287.2	18	17	38	2019	9	27	2	55	43.14	3.2	0	0	246	188	-9	0.057	1
448112	40.888139	28.225657	6.736	-2527.8	1685.4	186.5	17.5	14.9	42.6	2019	9	27	3	0	8.17	1.9	0	0	119	148	-9	0.055	1
448111	40.87737	28.26031	3.343	393	489.6	-3206.6	12.7	15.8	27.6	2019	9	27	3	2	12.34	1.8	0	0	91	95	-9	0.05	1
448110	40.874493	28.306975	2.635	4326.7	170.1	-3915	19.9	16.5	24	2019	9	27	3	5	25.39	2.2	0	0	358	196	-9	0.056	1
448114	40.875065	28.30436	2.458	4106.2	233.6	-4091.9	18.5	15	26.3	2019	9	27	3	19	58.12	1.8	0	0	131	171	-9	0.062	1
448113	40.885358	28.217265	9.058	-3235.3	1376.5	2508.3	14.4	17.7	36.4	2019	9	27	3	37	41.66	2.6	0	0	260	219	-9	0.057	1
448115	40.861623	28.278515	6.587	1927.8	-1259	37	18.5	17.7	29.4	2019	9	27	3	43	16.08	1.7	0	0	163	175	-9	0.057	1
448120	40.890408	28.323329	2.909	5704.6	1937.3	-3640.8	20.8	21.3	28	2019	9	27	4	4	26.26	2.1	0	0	18	14	-9	0.056	1
448122	40.873679	28.311647	1.404	4720.5	79.7	-5145.8	19.1	20.8	16.5	2019	9	27	4	16	50.03	2.4	0	0	294	190	-9	0.056	1
448123	40.879182	28.215039	7.91	-3423	690.7	1360.3	14.3	21.2	27.9	2019	9	27	4	18	44.02	2.1	0	0	358	282	-9	0.061	1
448124	40.867397	28.289842	2.666	2882.6	-617.9	-3883.1	17.1	20.6	26.5	2019	9	27	4	23	47.37	2.3	0	0	279	149	-9	0.056	1
448127	40.872769	28.301015	4.628	3824.3	-21.4	-1921.4	27.3	29	78.8	2019	9	27	5	2	17.11	1.7	0	0	84	76	-9	0.056	1
448126	40.866514	28.312072	6.535	4756.6	-715.9	-14.6	15.8	21.3	38.8	2019	9	27	5	8	7.74	1.5	0	0	115	59	-9	0.051	1
448130	40.892541	28.222076	9.455	-2829.6	2174.1	2905.2	24.8	24.9	40	2019	9	27	5	42	14.48	2.1	0	0	133	147	-9	0.061	1
448132	40.867077	28.3094	2.487	4531.3	-653.4	-4062.3	14.8	18.5	26.3	2019	9	27	6	18	30.58	1.9	0	0	380	245	-9	0.06	1
448135	40.871544	28.31184	2.751	4736.8	-157.3	-3798.3	15.3	12.3	17.5	2019	9	27	6	45	56.1	2.3	0	0	316	199	-9	0.057	1
448136	40.868388	28.284957	8.855	2470.7	-507.9	2305.5	21.2	15.3	30.4	2019	9	27	7	11	8.84	2	0	0	49	48	-9	0.054	1
927071728	40.875939	28.255175	1.078	-39.9	330.6	-5472	34	23.6	36.5	2019	9	27	7	17	29.53	1.8	0	0	6	19	-9	0.049	1
448140	40.857287	28.238048	6.506	-1483.8	-1740.5	-43.7	34.3	34.6	51.5	2019	9	27	8	28	18.63	2.3	0	0	12	28	-9	0.054	1
448142	40.868427	28.303351	1.72	4021.4	-503.6	-4829.8	32.1	30.8	31.9	2019	9	27	9	10	7.94	1.7	0	0	206	174	-9	0.062	1
448146	40.88183	28.215101	3.955	-3417.8	984.8	-2594.8	20.9	17.1	28.6	2019	9	27	9	16	23.87	1.6	0	0	75	93	-9	0.062	1
448148	40.859881	28.262976	9.444	617.8	-1452.5	2894.5	25.6	33.5	49.2	2019	9	27	9	33	26.73	1.9	0	0	23	23	-9	0.065	1
448149	40.861934	28.251632	6.955	-338.5	-1224.4	405.6	42.3	38.4	70.8	2019	9	27	9	44	19.92	1.9	0	0	2	4	-9	0.036	1
927095056	40.887505	28.228169	16.772	-2316.1	1614.9	10222.4	1.9	2.3	7.5	2019	9	27	9	50	57.41	1.5	0	0	3	4	-9	0.056	1
448155	40.864233	28.288558	7.435	2774.4	-969.3	885.3	17.8	20.6	38.3	2019	9	27	10	32	31	3.2	0	0	182	130	-9	0.055	1
448156	40.870849	28.31339	3.162	4867.5	-234.5	-3387.3	17.3	16.5	24.5	2019	9	27	10	39	27.49	2.5	0	0	319	231	-9	0.056	1
448157	40.872751	28.216672	9.747	-3285.5	-23.4	3198.1	23	21.7	54	2019	9	27	10	45	5.36	1.6	0	0	28	18	-9	0.055	1
448158	40.896436	28.305799	3.108	4226.8	2606.7	-3441.7	50	38.2	76.9	2019	9	27	10	48	6.26	2.1	0	0	17	16	-9	0.056	1
448159	40.876299	28.207045	3.685	-4097	370.6	-2864.3	30.5	21.5	34.1	2019	9	27	10	52	26.63	1.7	0	0	55	55	-9	0.056	1
448363	40.877459	28.271711	0.642	1354	499.4	-5907.2	26	23.4	16.1	2019	9	27	11	4	8.92	1.7	0	0	23	26	-9	0.061	1
448160	40.861287	28.289015	6.351	2813	-1296.4	-198.7	20.2	23.6	38.5	2019	9	27	11	13	47.55	3.5	0	0	134	107	-9	0.054	1
448163	40.864508	28.297276	1.844	3509.3	-938.7	-4705.4	18.7	20.5	24.5	2019	9	27	11	27	55.76	1.8	0	0	221	126	-9	0.056	1
448166	40.863028	28.309047	6.453	4501.7	-1103	-96.8	19.6	19.4	35.5	2019	9	27	11	39	8.49	1.5	0	0	44	63	-9	0.055	1
448167	40.879643	28.245189	2.293	-881.6	742	-4256.9	20.1	18.5	37.2	2019	9	27	12	13	18.4	1.7	0	0	78	100	-9	0.055	1
927125312	40.879929	28.269687	2.738	1183.4	773.7	-3811.3	20.9	19	33.4	2019	9	27	12	53	13.24	1.5	0	0	40	49	-9	0.052	1
448172	40.886383	28.203187	2.637	-4421.8	1490.3	-3912.9	5.9	4.2	11.8	2019	9	27	13	47	13.12	1.6	0	0	1	2	-9	0.001	1
927140255	40.871033	28.275177	0.978	1646.3	-214.1	-5571.8	26	22.7	14.4	2019	9	27	14	2	56.62	1.3	0	0	22	27	-9	0.048	1
448378	40.884257	28.213582	12.982	-3545.7	1254.2	6432.4	21.9	39.2	130	2019	9	27	14	22	59.84	1.9	0	0	18	14	-9	0.067	1
448173	40.873736	28.246259	6.373	-791.4	86	-176.9	16.6	16.4	31.7	2019	9	27	14	41	48.97	2	0	0	119	155	-9	0.06	1
448174	40.873657	28.286497	6.784	2600.5	77.2	234.1	16.9	24.3	42.7	2019	9	27	14	42	18.03	2.2	0	0	124	116	-9	0.06	1
448387	40.87138	28.246422	5.41	-777.7	-175.7	-1139.5	20.2	13.8	35.4	2019	9	27	14	46	44.57	2.2	0	0	152	120	-9	0.055	1
448175	40.868883	28.301676	1.521	3880.1	-452.9	-5028.2	31.9	33.7	43.4	2019	9	27	15	12	25.37	1.6	0	0	65	49	-9	0.059	1
448177	40.869535	28.280612	2.021	2104.5	-380.4	-4528.9	24.4	23.9	27.7	2019	9	27	15	39	14.04	2.3	0	0	136	96	-9	0.058	1
448182	40.885125	28.209747	9.887	-3868.9	1350.7	3337.9	51.7	43.6	85.6	2019	9	27	16	20	12.46	1.6	0	0	4	5	-9	0.041	1
448183	40.894089	28.210279	11.562	-3823.8	2346	5012.8	33	37.1	70.6	2019	9	27	16	40	31.19	2.1	0	0	24	24	-9	0.056	1
448186	40.870272	28.293874	0.99	3222.4	-298.6	-5559.7	27.9	24.6	14.1	2019	9	27	17	38	42.64	1.9	0	0	43	76	-9	0.053	1
448392	40.86023	28.282736	3.067	2283.6	-1413.7	-3483.1	28.7	25.6	40.8	2019	9	27	18	5	41.8	1.5	0	0	40	55	-9	0.052	1
448192	40.864925	28.273062	4.645	1468.1	-892.4	-1905	20.3	22.4	71.5	2019	9	27	19	10	17.62	1.6	0	0	55	65	-9	0.058	1
448194	40.886083	28.211629	4.388	-3710.3	1457	-2161.6	23.6	19.9	44.8	2019	9	27	20	15	47.24	1.7	0	0	114	110	-9	0.061	1
448195	40.861357	28.283067	5.522	2311.5	-1288.5	-1027.3	24.4	21	34.7	2019	9	27	20	26	5.08	2	0	0	246	200	-9	0.063	1
448196	40.864331	28.298552	3.59	3616.9	-958.3	-2960	14.2	23.4	41.4	2019	9	27	20	37	58.94	1.5	0	0	122	112	-9	0.062	1
448197	40.874346	28.25467	8.264	-82.4	153.8	1714.6	19.6	14	37.5	2019	9	27	20	56	40.72	2.5	0	0	167	127	-9	0.056	1
448198	40.889716	28.316124	6.779	5097.3	1860.4	229.5	14.6	13.6	33.8	2019	9	27	21	10	47.98	1.7	0	0	18	23	-9	0.049	1
448200	40.880032	28.222974	6.189	-2754.1	785.1	-360.9	12	12.9	27.6	2019	9	27	21	25	36.18	1.5	0	0	218	215	-9	0.054	1
927213327	40.847591	28.289243	1.041	2832.5	-2817.1	-5508.6	52	49.4	66.3	2019	9	27	21	33	28.12	1.5	0	0	4	6	-9	0.072	1
448207	40.893766	28.297545	2.206	3531.3	2310.2	-4344.1	51	38.5	72.3	2019	9	27	22	42	43	2.5	0	0	2	3	-9	0.035	1
448208	40.875578	28.308481	1.612	4453.5	290.6	-4937.1	18.2	20.1	23.6	2019	9	27	22	44	31.94	2.1	0	0	323	225	-9	0.058	1
927225145	40.871615	28.299907	0.983	3731	-149.6	-5566.9	18.5	21.5	11.4	2019	9	27	22	51	46.8	1.4	0	0	153	130	-9	0.062	1
448210	40.881087	28.213634	7.476	-3541.4	902.3	925.9	11.7	11.7	27.6	2019	9	27	23	9	35.24	2	0	0	275	294	-9	0.06	1
448211	40.858266	28.281416	6.515	2172.4	-1631.8	-34.2	26.1	31.8	52.9	2019	9	27	23	12	15.94	1.7	0	0	35	30	-9	0.057	1
927231616	40.869286	28.265309	1.335	814.4	-408.1	-5214.8	30.6	22.3	32	2019	9	27	23	16	17.12	1.3	0	0	60	67	-9	0.058	1
448215	40.84806	28.26899	6.284	1124.9	-2765.1	-265.9	22.7	32.6	49.3	2019	9	27	23	43	36.9	1.5	0	0	12	9	-9	0.058	1
448216	40.874299	28.239986	5	-1320.2	148.5	-1549.8	16.5	13.5	36.3	2019	9	27	23	58	7.56	2	0	0	103	107	-9	0.054	1
928003140	40.872817	28.2906	2.389	2946.4	-16	-4160.4	20.2	24.4	24.2	2019	9	28	0	31	40.72	1.3	0	0	104	91	-9	0.052	1
448221	40.862477	28.2912	1.614	2997.2	-1164.2	-4935.2	16.4	19.8	17.9	2019	9	28	0	36	43.16	1.8	0	0	155	94	-9	0.06	1
448224	40.857754	28.266563	6.225	920.2	-1688.7	-325.1	20.3	24.4	53.1	2019	9	28	0	53	22.68	2.3	0	0	165	113	-9	0.058	1
448225	40.887317	28.202083	9.968	-4514.8	1594.1	3418.1	19.1	20.3	35.7	2019	9	28	0	59	25.54	2.4	0	0	54	49	-9	0.055	1
448227	40.885846	28.218425	8.701	-3137.4	1430.7	2151.2	16.8	18.3	35.7	2019	9	28	1	8	22.69	1.7	0	0	111	102	-9	0.055	1
448232	40.874908	28.261299	1.774	476.4	216.1	-4775.9	22.4	19.7	23.2	2019	9	28	1	32	16.41	1.6	0	0	51	56	-9	0.054	1
448231	40.864912	28.257061	4.136	119.1	-893.8	-2413.6	18.9	20	35.4	2019	9	28	1	33	28.02	2	0	0	111	105	-9	0.056	1
448230	40.878522	28.217027	4.636	-3255.5	617.4	-1913.6	21.2	14.8	35.7	2019	9	28	1	38	39.11	2.5	0	0	103	109	-9	0.06	1
928014554	40.891037	28.255991	4.78	28.9	2007.2	-1769.4	26.5	20.2	87.2	2019	9	28	1	45	55.59	1.5	0	0	1	2	-9	0.002	1
448237	40.88463	28.266141	5.245	884.4	1295.7	-1304.3	19.3	20.2	42.9	2019	9	28	2	55	15.65	2	0	0	35	29	-9	0.058	1
928040717	40.879599	28.289495	3.766	2853.1	737.1	-2783.3	50.9	50	74.6	2019	9	28	4	7	18.58	1.3	0	0	13	10	-9	0.056	1
448243	40.850031	28.265321	5.333	815.5	-2546.3	-1216.1	25.6	22.7	44.6	2019	9	28	4	10	56.44	2.1	0	0	88	46	-9	0.056	1
448244	40.863743	28.308322	4.579	4440.6	-1023.6	-1971.1	14.5	19.1	34.1	2019	9	28	5	14	22.77	1.8	0	0	164	182	-9	0.061	1
448246	40.871647	28.315656	1.937	5058.5	-145.9	-4612.5	16.5	19.9	17.7	2019	9	28	5	18	48.89	2.1	0	0	271	184	-9	0.055	1
448245	40.866339	28.297325	6.287	3513.5	-735.4	-263	15.7	16.6	25.7	2019	9	28	5	25	50.24	2.6	0	0	284	186	-9	0.056	1
448249	40.891906	28.224298	8.522	-2642.3	2103.7	1972	17.2	17.7	39	2019	9	28	5	57	15.41	2.3	0	0	159	147	-9	0.057	1
448251	40.860317	28.277326	3.409	1827.6	-1404	-3140.6	28.6	27.8	44.2	2019	9	28	7	18	45.39	1.8	0	0	36	43	-9	0.052	1
448256	40.875242	28.313949	3.464	4914.5	253.2	-3085.2	22.6	19.9	31.3	2019	9	28	8	41	30.75	2.1	0	0	265	117	-9	0.06	1
448267	40.86378	28.294665	6.194	3289.2	-1019.5	-355.9	15.2	17.4	41.3	2019	9	28	11	3	4.18	3.8	0	0	315	189	-9	0.061	1
448269	40.871552	28.308151	1.997	4425.9	-156.5	-4552.5	17.3	14.9	20.8	2019	9	28	11	10	17.18	1.8	0	0	198	119	-9	0.052	1
928123456	40.872022	28.262854	3.616	607.5	-104.3	-2933.6	13.9	19	24.1	2019	9	28	12	34	57.26	1.7	0	0	52	41	-9	0.05	1
448274	40.884367	28.229066	9.637	-2240.6	1266.5	3087.1	16.7	15.8	37.5	2019	9	28	14	28	39.59	3	0	0	164	158	-9	0.056	1
928183947	40.888871	28.216619	2.222	-3289.6	1766.6	-4327.2	19.5	17.6	30.5	2019	9	28	18	39	48.68	1.5	0	0	14	25	-9	0.047	1
448389	40.880813	28.22396	6.693	-2671	871.9	143.3	15.6	13	39.3	2019	9	28	18	49	6.72	2.5	0	0	261	243	-9	0.061	1
448398	40.856473	28.276847	3.012	1787.3	-1830.9	-3537.7	34.5	29.2	45.9	2019	9	28	19	43	50.08	2.2	0	0	66	39	-9	0.058	1
448400	40.887938	28.223518	7.644	-2708.1	1663	1094.4	13.3	14.5	27.4	2019	9	28	22	9	33.98	1.8	0	0	64	126	-9	0.054	1
448402	40.870317	28.282615	7.397	2273.2	-293.6	847.7	27.1	17.9	31.3	2019	9	28	22	20	3.7	1.7	0	0	137	114	-9	0.055	1
448403	40.876064	28.260371	7.039	398.1	344.5	489.4	16.4	14.2	31.2	2019	9	28	22	37	6.96	2	0	0	236	172	-9	0.053	1
448406	40.861738	28.285115	4.754	2484.2	-1246.3	-1795.4	14.1	17.2	34.1	2019	9	28	23	18	9.66	2	0	0	220	215	-9	0.053	1
448416	40.885162	28.217347	6.038	-3228.4	1354.8	-511.9	25.7	18.9	48.9	2019	9	29	0	31	11.87	1.8	0	0	180	217	-9	0.06	1
448409	40.883742	28.220051	11.54	-3000.5	1197.1	4990	37.5	23.7	72.6	2019	9	29	1	25	15.08	1.4	0	0	20	18	-9	0.048	1
448408	40.860459	28.286088	3.823	2566.3	-1388.2	-2726.6	16.5	18.6	30	2019	9	29	1	27	54.87	2	0	0	158	153	-9	0.056	1
448414	40.872014	28.252155	3.053	-294.4	-105.2	-3496.8	13	19.3	28.8	2019	9	29	1	48	56.87	1.6	0	0	63	65	-9	0.055	1
448413	40.880203	28.218645	5.026	-3119	804.2	-1523.3	27.9	17.2	53.8	2019	9	29	1	58	28.32	1.5	0	0	99	77	-9	0.051	1
448426	40.866989	28.258605	7.427	249.3	-663.2	877.6	19.1	17.6	36.9	2019	9	29	2	21	58.35	2.6	0	0	108	79	-9	0.06	1
448431	40.872471	28.273056	2.89	1467.5	-54.5	-3659.3	21.6	17.9	22.3	2019	9	29	2	39	57.51	1.9	0	0	92	98	-9	0.057	1
448428	40.86112	28.274634	3.831	1600.6	-1314.9	-2718.3	23.9	21.6	33.3	2019	9	29	2	46	52.82	1.5	0	0	114	126	-9	0.06	1
448424	40.866272	28.294402	3.7	3267	-742.8	-2849.1	17.6	14.3	48.7	2019	9	29	3	35	27.57	1.5	0	0	53	99	-9	0.056	1
448423	40.88557	28.238898	4.005	-1411.8	1400.1	-2544.8	25.6	25.9	39.1	2019	9	29	3	41	19.97	1.4	0	0	32	20	-9	0.05	1
448422	40.878911	28.231995	6.9	-1993.7	660.6	350.1	12.9	16.1	33.5	2019	9	29	3	41	56.5	1.9	0	0	214	216	-9	0.054	1
448440	40.875693	28.253975	7.232	-141	303.3	682.3	17.8	13.5	25.3	2019	9	29	5	11	41.24	2.3	0	0	156	94	-9	0.057	1
448441	40.867016	28.254812	5.533	-70.5	-660.2	-1016.8	14.7	13.5	36.7	2019	9	29	5	36	12.97	1.7	0	0	155	119	-9	0.052	1
448442	40.871008	28.308321	2.434	4440.2	-216.9	-4115.5	15.2	15.2	21.8	2019	9	29	5	54	38.64	2.2	0	0	395	244	-9	0.056	1
448449	40.883281	28.214544	7.489	-3464.6	1145.9	939.3	13.5	16	22.9	2019	9	29	6	30	53.11	1.7	0	0	213	239	-9	0.056	1
448448	40.863192	28.296132	5.325	3412.9	-1084.8	-1224.4	17.1	14.9	27.8	2019	9	29	6	40	10.47	2.3	0	0	180	166	-9	0.06	1
448452	40.86571	28.256168	5.481	43.8	-805.2	-1068.5	18.4	12.9	32.4	2019	9	29	7	58	22.69	2.6	0	0	181	116	-9	0.057	1
448462	40.883643	28.188637	6.029	-5648.4	1186.1	-520.7	104.2	131	194.3	2019	9	29	9	45	0.27	1.6	0	0	10	10	-9	0.053	1
448464	40.858766	28.264473	5.984	744	-1576.3	-565.6	22.6	18.9	35	2019	9	29	11	19	1.42	2.9	0	0	150	94	-9	0.054	1
448466	40.861743	28.272043	5.181	1382.2	-1245.7	-1368.4	19.5	16	35.2	2019	9	29	11	37	55.27	2.8	0	0	211	154	-9	0.054	1
929123250	40.861057	28.264384	6.7	736.5	-1321.9	150.2	26.4	26.3	54.6	2019	9	29	12	32	51.26	2.2	0	0	86	54	-9	0.056	1
929124934	40.887637	28.232367	3.643	-1962.3	1629.6	-2906.4	17.1	16.4	26.7	2019	9	29	12	49	35.76	1.8	0	0	93	78	-9	0.059	1
448472	40.862344	28.295052	3.649	3321.9	-1178.9	-2901.1	17.1	13.4	22.9	2019	9	29	13	18	30.82	2.2	0	0	255	192	-9	0.059	1
448474	40.854125	28.259012	8.58	283.7	-2091.7	2029.9	29.3	33.9	56.8	2019	9	29	13	47	4.43	1.9	0	0	10	10	-9	0.046	1
448475	40.857479	28.270507	3.798	1252.7	-1719.2	-2751.6	30.8	32.2	46.4	2019	9	29	13	50	8	1.6	0	0	13	15	-9	0.061	1
448477	40.862721	28.267059	5.179	962	-1137.2	-1370.4	27	19.1	39	2019	9	29	14	13	57.26	1.7	0	0	125	125	-9	0.058	1
448480	40.862644	28.28772	2.296	2703.7	-1145.7	-4253.4	20.2	22.9	26.6	2019	9	29	15	24	25.74	2.4	0	0	190	97	-9	0.058	1
448484	40.882892	28.213065	0.954	-3589.3	1102.7	-5595.9	22.2	21.8	13.2	2019	9	29	15	53	19.3	1.9	0	0	19	24	-9	0.049	1
448494	40.88492	28.211781	9.179	-3697.5	1327.9	2629	16.2	16.2	42.1	2019	9	29	17	10	46.72	1.7	0	0	142	148	-9	0.057	1
448495	40.88832	28.232022	2.684	-1991.3	1705.4	-3865.3	20.9	21.8	29.6	2019	9	29	17	19	48.2	1.4	0	0	4	10	-9	0.033	1
448496	40.870313	28.290603	9.746	2946.7	-294.1	3196.7	21.3	14.7	25	2019	9	29	17	27	25.16	1.4	0	0	8	9	-9	0.054	1
448499	40.867437	28.310383	4.993	4614.1	-613.4	-1556.8	31.5	29.7	52.6	2019	9	29	18	7	37.34	1.6	0	0	37	32	-9	0.056	1
448500	40.859773	28.284398	4.948	2423.8	-1464.4	-1601.9	33.2	21.5	69.5	2019	9	29	18	9	40.32	1.2	0	0	22	44	-9	0.049	1
448503	40.869491	28.300453	3.602	3777.1	-385.4	-2947.9	17	18.9	41.4	2019	9	29	18	33	14.08	1.8	0	0	133	111	-9	0.059	1
448502	40.865138	28.28064	7.21	2106.9	-868.7	660.1	20.3	23	46.9	2019	9	29	18	51	51.78	1.8	0	0	169	141	-9	0.06	1
448507	40.878213	28.322951	7.171	5673.2	583.1	621	15.9	21.9	47.9	2019	9	29	19	11	29.66	1.6	0	0	20	27	-9	0.047	1
